flight_id,timestamp,corridor_id,drone_type,operator_name,airspace_class,cargo_type,season,weather_condition,flight_status,altitude_m,ground_speed_kmh,flight_distance_km,payload_kg,battery_start_pct,battery_end_pct,wind_speed_kmh,temperature_c,visibility_km,corridor_latitude,corridor_longitude,compliant_flight,risk_level
FLT-000719,2024-08-06 14:41:00,COR-020,Multirotor,Zipline,Class B,Industrial Parts,Winter,Overcast,Completed,230.8,27.2,13.11,0.5,96,77,17.3,32.8,15,27.7345,-87.1178,1,Critical
FLT-000720,2022-03-08 19:39:00,COR-003,Fixed-Wing,Manna Drone Delivery,Class D,Retail Package,Spring,Clear,Delayed,33.6,98.5,0.5,1.5,92,42,1.3,15.9,10,41.0791,-119.1369,1,Low
FLT-000721,2024-08-01 06:31:00,COR-007,Multirotor,Matternet,Class C,Industrial Parts,Summer,Strong Wind,Completed,203.8,64.9,5.68,2.5,79,55,7.3,16.4,5,45.6435,-94.5468,1,Low
FLT-000722,2024-07-08 15:41:00,COR-009,Multirotor,Joby Aviation,Class C,Surveillance,Winter,Fog,Completed,137.8,74.8,36.22,0.5,76,51,7.9,36.5,20,28.9871,-117.8509,1,Critical
FLT-000723,2022-09-11 21:15:00,COR-006,Multirotor,Joby Aviation,Class C,Industrial Parts,Autumn,Overcast,Completed,206.7,78.1,4.31,2.5,86,50,3.2,17.3,5,26.4629,-77.7165,1,Medium
FLT-000724,2024-11-03 18:19:00,COR-010,Multirotor,DroneUp,Class E,Surveillance,Summer,Partly Cloudy,Completed,179.7,58.3,1.21,0.5,99,58,19.3,9.6,15,41.3047,-77.5512,1,Medium
FLT-000725,2023-07-18 08:44:00,COR-017,Multirotor,Amazon Prime Air,Class G,Retail Package,Summer,Clear,Diverted,374.8,69.5,5.17,5.0,99,50,9.1,17.3,10,37.6384,-87.7866,1,Low
FLT-000726,2021-05-03 11:28:00,COR-023,Fixed-Wing,Joby Aviation,Class B,Surveillance,Winter,Clear,Diverted,45.2,96.9,31.64,3.0,98,44,10.2,23.1,10,43.5202,-76.6167,1,High
FLT-000727,2023-05-02 21:29:00,COR-028,Hybrid VTOL,Manna Drone Delivery,Class E,Medical Supplies,Autumn,Partly Cloudy,Delayed,282.9,64.4,15.93,2.0,97,53,5.3,17.3,5,28.075,-82.2388,1,High
FLT-000728,2022-02-22 16:38:00,COR-004,Multirotor,Zipline,Class D,Surveillance,Spring,Clear,Completed,344.9,83.8,15.88,1.5,79,33,3.4,14.6,10,42.4959,-81.4016,1,Critical
FLT-000729,2021-10-22 16:55:00,COR-032,Fixed-Wing,Wing (Alphabet),Class C,Mail,Summer,Partly Cloudy,Completed,384.9,25.2,0.5,1.0,71,38,19.4,33.2,15,29.4358,-94.0843,1,High
FLT-000730,2022-10-16 17:25:00,COR-001,Hybrid VTOL,Manna Drone Delivery,Class D,Mail,Summer,Clear,Completed,95.7,87.5,11.5,0.5,87,47,9.1,16.0,10,28.6004,-107.0031,1,High
FLT-000731,2021-09-25 17:32:00,COR-005,Multirotor,Wing (Alphabet),Class D,Industrial Parts,Winter,Partly Cloudy,Completed,226.6,34.6,5.56,1.5,85,41,3.3,21.9,8,28.6138,-111.3278,1,High
FLT-000732,2024-02-25 09:20:00,COR-012,Hybrid VTOL,Manna Drone Delivery,Class E,Retail Package,Spring,Overcast,Completed,46.1,85.2,7.38,1.5,72,47,6.7,5.0,5,42.9206,-105.9672,1,Critical
FLT-000733,2022-05-11 20:07:00,COR-046,Multirotor,Joby Aviation,Class G,Industrial Parts,Summer,Partly Cloudy,Completed,214.7,72.8,16.43,2.0,89,40,9.7,21.6,10,39.6343,-91.2037,1,Low
FLT-000734,2022-07-02 20:15:00,COR-001,Hybrid VTOL,Amazon Prime Air,Class C,Surveillance,Spring,Clear,Completed,76.4,63.1,37.34,0.5,70,25,9.7,7.7,5,36.5074,-113.5398,1,Medium
FLT-000735,2021-10-16 09:03:00,COR-006,Multirotor,Amazon Prime Air,Class E,Surveillance,Winter,Clear,Completed,340.0,63.0,3.61,1.5,74,53,9.8,28.3,10,32.8943,-109.3266,1,Critical
FLT-000736,2022-08-18 18:55:00,COR-004,Hybrid VTOL,UPS Flight Forward,Class B,Emergency Response,Autumn,Clear,Completed,72.1,59.9,26.32,2.0,70,45,2.2,18.6,10,44.2984,-99.065,1,Low
FLT-000737,2024-06-14 19:15:00,COR-030,Single-Rotor,Manna Drone Delivery,Class G,Industrial Parts,Autumn,Clear,Aborted,219.9,48.6,0.9,1.0,99,85,9.7,1.8,5,33.6338,-110.5805,1,Critical
FLT-000738,2021-11-24 16:59:00,COR-011,Fixed-Wing,Matternet,Class E,Retail Package,Spring,Partly Cloudy,Aborted,222.8,60.9,7.12,2.5,76,62,5.1,15.2,20,42.9652,-93.1565,1,Medium
FLT-000739,2024-03-29 16:12:00,COR-017,Multirotor,Joby Aviation,Class E,Medical Supplies,Summer,Clear,Completed,389.5,109.2,4.45,1.5,92,63,10.0,40.6,15,34.661,-76.7644,1,Critical
FLT-000740,2021-11-23 21:32:00,COR-042,Multirotor,Amazon Prime Air,Class C,Emergency Response,Autumn,Overcast,Completed,272.3,91.0,44.5,0.5,87,40,13.2,29.8,15,33.2928,-85.3436,1,High
FLT-000741,2023-08-15 21:56:00,COR-041,Single-Rotor,Amazon Prime Air,Class E,Industrial Parts,Spring,Partly Cloudy,Completed,136.5,47.6,3.53,0.5,100,55,3.1,19.3,20,35.179,-89.3451,1,High
FLT-000742,2022-09-24 21:01:00,COR-038,Hybrid VTOL,UPS Flight Forward,Class D,Retail Package,Winter,Partly Cloudy,Completed,119.1,70.4,15.56,1.0,73,32,1.5,10.3,10,31.6303,-93.4466,1,Critical
FLT-000743,2021-07-04 18:32:00,COR-028,Multirotor,Joby Aviation,Class D,Mail,Spring,Clear,Completed,77.5,66.9,3.24,0.5,78,29,11.1,24.2,20,41.4474,-98.0906,1,Medium
FLT-000744,2023-07-26 13:13:00,COR-006,Multirotor,Flytrex,Class B,Industrial Parts,Spring,Overcast,Completed,309.9,62.2,11.55,1.5,70,50,14.2,21.1,10,36.0598,-112.8584,1,Medium
FLT-000745,2024-04-09 17:03:00,COR-034,Multirotor,Matternet,Class C,Emergency Response,Winter,Clear,Completed,285.6,44.9,9.6,3.0,95,75,24.1,16.0,20,30.1087,-78.1592,1,Low
FLT-000746,2021-04-14 15:31:00,COR-018,Multirotor,DroneUp,Class D,Surveillance,Autumn,Clear,Aborted,255.7,73.9,0.76,3.0,91,39,3.4,4.9,8,44.7906,-109.8217,1,Low
FLT-000747,2024-05-08 21:18:00,COR-041,Multirotor,Joby Aviation,Class C,Emergency Response,Summer,Light Rain,Completed,45.1,81.9,31.46,1.0,99,62,1.6,18.4,15,33.4456,-117.5259,1,High
FLT-000748,2024-01-05 06:54:00,COR-048,Hybrid VTOL,Zipline,Class C,Industrial Parts,Autumn,Clear,Completed,312.2,48.3,27.26,3.0,95,74,43.5,12.8,8,36.9582,-85.2493,1,Low
FLT-000749,2021-08-09 19:08:00,COR-028,Hybrid VTOL,Manna Drone Delivery,Class E,Industrial Parts,Autumn,Clear,Completed,267.5,104.1,5.86,5.0,70,30,0.5,21.8,3,44.9424,-113.3948,1,Low
FLT-000750,2022-06-26 17:48:00,COR-009,Hybrid VTOL,Manna Drone Delivery,Class D,Food Delivery,Summer,Partly Cloudy,Completed,386.6,95.4,17.13,1.0,75,26,6.5,11.3,20,38.7332,-103.7771,1,High
FLT-000751,2023-04-06 17:02:00,COR-026,Multirotor,Matternet,Class E,Food Delivery,Summer,Clear,Aborted,247.3,76.0,8.11,3.0,86,47,8.2,20.8,15,27.5718,-120.614,1,Low
FLT-000752,2023-04-01 07:36:00,COR-005,Hybrid VTOL,DroneUp,Class D,Emergency Response,Summer,Strong Wind,Completed,142.5,40.4,26.39,5.0,100,71,14.9,39.0,10,45.6763,-115.2837,1,Critical
FLT-000753,2024-02-25 12:23:00,COR-001,Hybrid VTOL,Flytrex,Class B,Mail,Spring,Strong Wind,Completed,171.2,73.0,21.23,2.5,85,49,20.0,39.3,20,38.8096,-113.513,1,Critical
FLT-000754,2024-02-08 15:04:00,COR-006,Fixed-Wing,Skydio,Class B,Mail,Spring,Fog,Completed,95.1,70.6,1.71,1.0,88,54,9.8,21.6,15,32.3679,-119.3339,1,Critical
FLT-000755,2023-03-03 20:48:00,COR-006,Fixed-Wing,Manna Drone Delivery,Class E,Surveillance,Spring,Fog,Aborted,297.5,75.3,33.46,2.0,73,30,0.4,33.0,2,28.064,-89.8238,1,Critical
FLT-000756,2024-02-01 14:52:00,COR-007,Hybrid VTOL,Zipline,Class D,Retail Package,Winter,Fog,Completed,291.9,96.8,3.56,1.0,79,35,60.0,14.2,2,42.4686,-80.9866,0,Low
FLT-000757,2024-06-30 09:08:00,COR-006,Fixed-Wing,Zipline,Class D,Food Delivery,Summer,Overcast,Diverted,104.2,61.5,3.44,5.0,98,46,12.3,9.3,10,38.6416,-103.7075,1,High
FLT-000758,2021-07-18 18:23:00,COR-010,Multirotor,Skydio,Class E,Emergency Response,Autumn,Clear,Completed,88.6,106.0,23.82,0.5,85,71,21.4,29.3,10,36.7361,-79.1458,1,Medium
FLT-000759,2022-11-26 17:48:00,COR-043,Multirotor,UPS Flight Forward,Class D,Emergency Response,Autumn,Fog,Completed,58.5,73.1,3.64,3.0,90,41,6.4,9.8,2,44.6656,-111.546,1,Low
FLT-000760,2021-10-23 12:38:00,COR-032,Multirotor,Joby Aviation,Class D,Mail,Autumn,Clear,Completed,367.4,59.2,2.35,0.5,76,28,0.6,29.5,3,42.3491,-106.0559,1,Medium
FLT-000761,2023-11-09 18:32:00,COR-020,Hybrid VTOL,Amazon Prime Air,Class G,Medical Supplies,Autumn,Clear,Completed,116.2,113.0,7.36,0.0,71,54,1.0,5.8,8,28.3368,-114.6139,1,Medium
FLT-000762,2021-03-24 07:02:00,COR-003,Multirotor,Matternet,Class C,Mail,Spring,Light Rain,Completed,157.3,81.6,32.84,3.0,91,63,17.7,21.7,8,31.8579,-91.5926,1,High
FLT-000763,2021-10-08 16:51:00,COR-034,Multirotor,UPS Flight Forward,Class B,Surveillance,Winter,Overcast,Completed,133.8,55.9,3.5,3.0,89,37,2.9,8.5,15,30.4668,-101.4264,1,Low
FLT-000764,2023-08-29 20:09:00,COR-013,Multirotor,DroneUp,Class E,Mail,Summer,Partly Cloudy,Diverted,183.0,66.7,7.45,1.0,100,73,23.3,11.8,15,41.3668,-91.9491,1,Low
FLT-000765,2024-05-26 10:20:00,COR-017,Single-Rotor,Amazon Prime Air,Class E,Medical Supplies,Autumn,Light Rain,Completed,294.2,77.7,6.07,5.0,91,66,3.5,28.0,10,25.7377,-84.6779,1,Medium
FLT-000766,2024-06-09 16:10:00,COR-046,Multirotor,DroneUp,Class B,Food Delivery,Summer,Clear,Completed,352.1,62.0,7.92,3.0,76,48,3.6,30.7,3,37.5376,-95.2606,1,High
FLT-000767,2023-03-16 15:37:00,COR-026,Hybrid VTOL,UPS Flight Forward,Class C,Industrial Parts,Autumn,Partly Cloudy,Completed,97.6,67.7,22.55,3.0,76,52,1.2,12.1,8,41.7741,-91.2461,1,Critical
FLT-000768,2022-11-20 21:45:00,COR-042,Multirotor,UPS Flight Forward,Class C,Surveillance,Autumn,Clear,Completed,284.0,48.7,9.36,1.5,74,36,1.8,28.4,15,44.2888,-76.1727,1,High
FLT-000769,2024-02-27 15:30:00,COR-021,Fixed-Wing,DroneUp,Class E,Surveillance,Winter,Overcast,Completed,160.4,31.3,25.66,5.0,100,76,1.6,14.4,20,32.5258,-107.3458,1,Critical
FLT-000770,2021-02-04 17:21:00,COR-005,Multirotor,Zipline,Class D,Surveillance,Winter,Clear,Completed,392.8,67.1,18.41,2.5,92,54,0.5,18.7,8,43.0677,-104.401,1,Critical
FLT-000771,2024-10-11 09:26:00,COR-042,Hybrid VTOL,Zipline,Class E,Industrial Parts,Winter,Clear,Completed,140.6,67.8,8.06,3.0,84,58,3.2,12.6,2,27.4339,-86.8325,1,High
FLT-000772,2024-04-10 15:50:00,COR-045,Multirotor,DroneUp,Class C,Industrial Parts,Winter,Clear,Aborted,32.7,75.5,10.19,1.0,88,64,0.3,12.9,5,43.622,-92.046,1,Low
FLT-000773,2024-11-10 06:38:00,COR-031,Hybrid VTOL,Joby Aviation,Class D,Emergency Response,Autumn,Overcast,Completed,220.8,53.5,21.89,1.5,79,30,14.6,11.9,15,27.8048,-113.2519,1,High
FLT-000774,2023-08-30 14:41:00,COR-012,Single-Rotor,Wing (Alphabet),Class D,Industrial Parts,Autumn,Clear,Completed,85.8,38.2,13.77,3.0,74,54,11.5,5.3,8,33.7403,-103.5688,1,Critical
FLT-000775,2024-03-30 13:46:00,COR-025,Hybrid VTOL,UPS Flight Forward,Class E,Retail Package,Autumn,Clear,Completed,46.5,45.7,36.5,1.5,74,62,2.3,11.8,3,42.5405,-99.0759,1,Critical
FLT-000776,2021-04-16 21:10:00,COR-009,Fixed-Wing,DroneUp,Class C,Medical Supplies,Summer,Clear,Aborted,288.4,86.1,48.7,2.5,99,77,23.8,11.6,15,28.2982,-101.4499,1,High
FLT-000777,2023-12-10 18:09:00,COR-009,Fixed-Wing,UPS Flight Forward,Class D,Emergency Response,Summer,Partly Cloudy,Completed,300.9,51.7,22.77,5.0,87,40,4.0,35.5,15,30.0435,-113.2645,1,Critical
FLT-000778,2024-10-26 13:02:00,COR-017,Multirotor,Zipline,Class D,Surveillance,Winter,Strong Wind,Completed,200.5,56.2,81.52,2.5,73,55,9.2,26.2,10,40.8896,-76.7029,1,Low
FLT-000779,2024-03-18 09:12:00,COR-013,Multirotor,Joby Aviation,Class C,Retail Package,Summer,Fog,Delayed,280.4,58.8,16.34,1.0,83,54,20.0,14.0,15,40.8408,-84.6464,1,Critical
FLT-000780,2021-02-08 20:20:00,COR-004,Fixed-Wing,Manna Drone Delivery,Class C,Industrial Parts,Spring,Clear,Completed,229.1,52.6,0.73,0.5,87,52,5.5,16.2,15,39.1052,-98.4136,1,High
FLT-000781,2023-05-08 10:26:00,COR-037,Multirotor,Joby Aviation,Class C,Medical Supplies,Summer,Clear,Completed,263.0,51.1,12.65,1.0,78,57,3.5,20.6,5,40.2669,-88.677,1,Low
FLT-000782,2024-11-15 12:26:00,COR-005,Multirotor,DroneUp,Class D,Surveillance,Spring,Clear,Completed,250.8,47.6,4.7,2.0,98,58,23.7,17.9,15,36.9399,-78.0331,1,Critical
FLT-000783,2023-10-25 21:55:00,COR-038,Multirotor,Skydio,Class G,Retail Package,Autumn,Clear,Aborted,276.4,93.0,7.31,0.0,94,83,0.9,12.2,15,30.5396,-115.3275,1,Critical
FLT-000784,2021-05-08 10:33:00,COR-025,Multirotor,Wing (Alphabet),Class G,Retail Package,Winter,Strong Wind,Aborted,103.9,78.6,12.12,0.5,97,55,12.6,25.0,1,32.6053,-109.7317,1,Critical
FLT-000785,2022-03-01 16:42:00,COR-024,Multirotor,Wing (Alphabet),Class G,Medical Supplies,Summer,Partly Cloudy,Completed,129.4,90.0,6.29,1.0,86,61,21.9,13.9,15,28.9951,-95.4076,1,Critical
FLT-000786,2023-09-07 18:20:00,COR-036,Hybrid VTOL,Joby Aviation,Class D,Medical Supplies,Autumn,Partly Cloudy,Completed,192.8,94.0,6.67,3.0,81,67,14.9,23.8,15,44.9859,-82.8485,1,Critical
FLT-000787,2021-12-21 20:58:00,COR-031,Multirotor,Joby Aviation,Class B,Mail,Spring,Clear,Completed,195.1,18.0,9.26,0.5,87,61,5.6,28.7,10,37.8346,-120.2235,1,Low
FLT-000788,2023-12-28 16:34:00,COR-005,Multirotor,Amazon Prime Air,Class E,Emergency Response,Summer,Clear,Completed,316.5,71.9,6.08,0.0,85,36,36.1,20.6,1,33.8187,-73.7831,1,Critical
FLT-000789,2022-12-27 14:39:00,COR-011,Fixed-Wing,Wing (Alphabet),Class D,Medical Supplies,Summer,Overcast,Completed,165.9,53.3,3.34,1.5,93,52,1.8,14.7,3,35.1641,-99.7096,1,High
FLT-000790,2023-09-19 12:15:00,COR-050,Multirotor,DroneUp,Class B,Mail,Winter,Clear,Completed,90.1,87.3,26.11,0.5,72,48,14.9,26.0,8,45.8402,-104.3977,1,Medium
FLT-000791,2022-07-26 15:14:00,COR-043,Multirotor,Amazon Prime Air,Class G,Surveillance,Winter,Clear,Completed,123.0,50.2,9.05,1.0,88,67,15.2,27.8,5,28.3737,-107.6565,1,Low
FLT-000792,2022-09-02 15:45:00,COR-012,Multirotor,Zipline,Class C,Emergency Response,Spring,Clear,Completed,109.5,43.9,32.08,0.5,79,53,11.4,32.8,5,37.8971,-113.4565,1,Critical
FLT-000793,2022-03-01 21:20:00,COR-028,Multirotor,Joby Aviation,Class E,Emergency Response,Summer,Partly Cloudy,Diverted,300.7,36.3,38.58,1.5,91,72,8.0,31.8,8,36.1296,-83.2129,1,High
FLT-000794,2023-09-10 17:35:00,COR-044,Multirotor,Wing (Alphabet),Class D,Medical Supplies,Spring,Clear,Completed,204.0,58.9,25.02,0.5,90,55,36.5,14.2,1,38.452,-75.1847,1,High
FLT-000795,2022-07-15 15:07:00,COR-005,Hybrid VTOL,DroneUp,Class E,Emergency Response,Summer,Partly Cloudy,Completed,292.2,83.3,9.1,3.0,89,36,7.5,2.5,3,25.3984,-101.7314,1,High
FLT-000796,2024-03-20 18:57:00,COR-028,Multirotor,Wing (Alphabet),Class E,Emergency Response,Winter,Overcast,Completed,184.0,70.1,23.0,0.5,76,39,4.9,16.1,8,44.1867,-75.3314,1,Critical
FLT-000797,2023-03-20 17:49:00,COR-044,Multirotor,Flytrex,Class B,Food Delivery,Summer,Clear,Diverted,359.2,40.9,3.04,5.0,70,33,8.7,12.2,10,45.5066,-81.6339,1,Critical
FLT-000798,2021-10-27 15:02:00,COR-022,Multirotor,Amazon Prime Air,Class D,Retail Package,Winter,Clear,Completed,393.9,108.1,19.48,2.5,96,64,19.4,21.2,10,37.4329,-98.4285,1,High
FLT-000799,2022-08-13 08:22:00,COR-042,Multirotor,Matternet,Class D,Mail,Autumn,Clear,Completed,277.8,78.0,9.38,2.5,70,41,2.1,16.8,20,40.3263,-88.9727,1,Critical
FLT-000800,2023-06-25 14:47:00,COR-026,Multirotor,Flytrex,Class E,Surveillance,Spring,Overcast,Completed,349.6,80.5,19.19,0.5,84,58,5.6,4.4,2,45.295,-100.6858,1,Critical
FLT-000801,2023-09-09 12:12:00,COR-026,Fixed-Wing,Matternet,Class D,Mail,Winter,Partly Cloudy,Delayed,217.9,90.7,25.3,2.0,70,17,10.0,28.1,15,40.5592,-94.6226,1,High
FLT-000802,2024-01-09 14:59:00,COR-046,Hybrid VTOL,Zipline,Class D,Medical Supplies,Spring,Partly Cloudy,Completed,375.8,32.2,14.89,2.5,93,76,22.2,12.1,10,28.3559,-119.1557,1,Medium
FLT-000803,2024-02-26 14:08:00,COR-049,Multirotor,Wing (Alphabet),Class D,Retail Package,Winter,Clear,Completed,337.7,46.8,18.51,1.5,78,54,6.1,17.9,15,37.6783,-87.8831,1,Medium
FLT-000804,2021-08-12 13:15:00,COR-016,Hybrid VTOL,Matternet,Class D,Medical Supplies,Spring,Clear,Diverted,397.0,81.5,4.32,1.5,83,33,9.6,29.8,8,38.3477,-119.4116,1,Low
FLT-000805,2021-04-14 13:40:00,COR-036,Hybrid VTOL,Amazon Prime Air,Class E,Emergency Response,Spring,Clear,Diverted,260.5,48.8,16.17,0.5,82,50,1.6,14.8,8,34.3309,-81.9628,1,Low
FLT-000806,2022-04-22 07:06:00,COR-019,Fixed-Wing,Amazon Prime Air,Class C,Medical Supplies,Spring,Clear,Completed,318.3,59.5,11.11,1.5,88,65,1.2,14.6,20,41.2018,-81.5776,1,Medium
FLT-000807,2023-04-27 16:45:00,COR-014,Multirotor,Matternet,Class C,Retail Package,Autumn,Overcast,Completed,230.9,63.4,10.06,0.5,85,36,2.9,25.1,3,45.5561,-110.3832,1,High
FLT-000808,2023-08-26 09:43:00,COR-043,Multirotor,Manna Drone Delivery,Class B,Food Delivery,Autumn,Clear,Aborted,125.9,39.5,9.51,5.0,86,50,13.9,24.8,8,45.3625,-106.1405,1,Medium
FLT-000809,2021-10-09 06:35:00,COR-040,Hybrid VTOL,Wing (Alphabet),Class C,Surveillance,Winter,Partly Cloudy,Completed,161.3,57.8,6.7,2.0,78,26,2.9,3.6,3,34.9185,-98.4158,1,High
FLT-000810,2021-11-20 19:41:00,COR-017,Fixed-Wing,Amazon Prime Air,Class C,Retail Package,Autumn,Clear,Aborted,360.8,83.3,6.56,0.0,83,61,25.2,20.9,3,27.4912,-92.7635,1,Critical
FLT-000811,2023-09-02 21:41:00,COR-035,Multirotor,Manna Drone Delivery,Class B,Emergency Response,Summer,Overcast,Completed,50.7,79.6,21.65,1.5,72,24,27.5,22.1,8,46.6665,-107.9197,1,High
FLT-000812,2022-02-13 15:20:00,COR-034,Hybrid VTOL,UPS Flight Forward,Class E,Surveillance,Spring,Clear,Completed,248.8,87.3,14.69,2.0,99,47,3.7,6.6,20,43.4558,-92.9682,1,High
FLT-000813,2022-08-08 07:58:00,COR-043,Multirotor,Flytrex,Class C,Industrial Parts,Spring,Strong Wind,Delayed,167.8,85.2,0.55,0.5,78,44,1.3,29.6,20,27.7426,-107.4084,1,Low
FLT-000814,2021-07-03 13:34:00,COR-041,Multirotor,Wing (Alphabet),Class E,Retail Package,Autumn,Partly Cloudy,Completed,173.1,73.1,0.9,2.0,89,54,6.4,24.2,10,45.2585,-119.281,1,Medium
FLT-000815,2021-03-18 11:26:00,COR-040,Multirotor,Flytrex,Class C,Food Delivery,Autumn,Clear,Aborted,357.3,71.5,15.2,0.5,96,43,18.9,30.0,10,44.1377,-121.8762,1,High
FLT-000816,2021-12-27 07:53:00,COR-001,Multirotor,Wing (Alphabet),Class D,Retail Package,Spring,Clear,Completed,345.9,70.1,33.71,1.5,70,50,1.4,25.9,10,36.4144,-117.0436,1,Critical
FLT-000817,2023-03-25 21:11:00,COR-036,Hybrid VTOL,Wing (Alphabet),Class E,Medical Supplies,Summer,Partly Cloudy,Completed,251.6,52.5,0.81,2.0,74,27,1.3,16.7,10,38.0081,-83.1797,1,Medium
FLT-000818,2022-08-16 07:00:00,COR-003,Single-Rotor,Zipline,Class E,Mail,Autumn,Partly Cloudy,Completed,131.0,44.4,12.74,1.0,92,74,3.4,18.6,10,33.7781,-74.8899,1,Medium
FLT-000819,2022-09-04 09:59:00,COR-044,Fixed-Wing,DroneUp,Class C,Surveillance,Spring,Clear,Aborted,205.9,51.2,34.28,1.0,75,23,14.2,10.8,10,26.2048,-101.0787,1,Medium
FLT-000820,2022-11-18 15:29:00,COR-001,Multirotor,UPS Flight Forward,Class G,Emergency Response,Spring,Strong Wind,Completed,181.1,58.5,0.5,2.5,89,47,5.6,22.5,15,32.3743,-96.8785,1,Critical
FLT-000821,2024-08-06 21:56:00,COR-003,Hybrid VTOL,UPS Flight Forward,Class D,Mail,Autumn,Clear,Completed,160.8,51.9,5.81,1.0,83,58,16.0,2.9,15,42.6628,-114.8044,1,Critical
FLT-000822,2021-10-02 20:17:00,COR-015,Single-Rotor,Manna Drone Delivery,Class G,Emergency Response,Winter,Light Rain,Completed,68.0,73.3,45.45,2.0,79,50,6.2,18.0,10,25.1019,-94.9995,1,Low
FLT-000823,2022-01-30 09:21:00,COR-034,Fixed-Wing,Skydio,Class D,Surveillance,Summer,Clear,Completed,231.0,69.0,1.53,2.5,77,61,1.0,7.5,10,32.337,-114.9119,1,Medium
FLT-000824,2021-11-29 20:41:00,COR-033,Multirotor,Skydio,Class G,Industrial Parts,Autumn,Partly Cloudy,Completed,141.7,71.2,16.81,0.5,98,56,60.0,27.6,5,33.7597,-92.0505,1,Critical
FLT-000825,2022-06-11 11:00:00,COR-039,Hybrid VTOL,Matternet,Class B,Industrial Parts,Winter,Clear,Completed,274.5,72.0,12.74,0.0,100,78,13.7,-4.9,8,36.8227,-76.2703,1,Critical
FLT-000826,2022-11-22 15:36:00,COR-048,Single-Rotor,Joby Aviation,Class B,Retail Package,Autumn,Clear,Completed,148.1,88.9,2.96,2.5,84,40,12.0,9.2,10,45.2368,-112.4108,1,Critical
FLT-000827,2024-10-13 12:11:00,COR-034,Fixed-Wing,Amazon Prime Air,Class D,Medical Supplies,Winter,Clear,Completed,189.5,64.8,0.78,1.5,95,82,8.2,13.9,10,32.6196,-84.5364,1,High
FLT-000828,2024-06-05 18:52:00,COR-030,Multirotor,Skydio,Class G,Retail Package,Spring,Light Rain,Completed,49.4,85.2,12.57,2.5,95,55,1.0,14.9,15,32.633,-120.8484,1,Critical
FLT-000829,2023-05-26 16:05:00,COR-012,Multirotor,Matternet,Class D,Retail Package,Winter,Clear,Completed,397.2,75.3,23.91,1.0,70,31,50.5,21.0,5,41.225,-103.6006,0,High
FLT-000830,2023-04-01 09:11:00,COR-044,Multirotor,Joby Aviation,Class D,Industrial Parts,Winter,Strong Wind,Aborted,217.8,87.6,3.51,2.5,85,73,7.5,15.4,5,34.9488,-116.5733,1,Critical
FLT-000831,2021-10-15 21:20:00,COR-038,Multirotor,Flytrex,Class E,Food Delivery,Winter,Overcast,Delayed,39.0,97.3,21.16,0.5,89,39,0.5,11.8,20,29.9413,-104.7287,1,High
FLT-000832,2022-05-24 06:16:00,COR-049,Multirotor,Zipline,Class B,Industrial Parts,Winter,Partly Cloudy,Completed,230.3,76.5,14.23,3.0,76,40,5.0,21.9,3,34.9537,-113.4967,1,High
FLT-000833,2023-02-25 13:28:00,COR-042,Single-Rotor,Zipline,Class C,Surveillance,Summer,Partly Cloudy,Completed,352.0,67.1,7.97,2.5,91,50,0.4,24.6,5,28.0989,-103.7081,1,High
FLT-000834,2022-07-01 16:19:00,COR-019,Multirotor,Manna Drone Delivery,Class C,Medical Supplies,Spring,Overcast,Completed,315.8,66.9,19.65,1.5,70,23,8.5,33.4,15,28.8805,-101.5414,1,Low
FLT-000835,2024-04-07 06:16:00,COR-011,Multirotor,Matternet,Class G,Medical Supplies,Winter,Strong Wind,Completed,289.3,55.6,3.84,2.0,74,59,16.8,13.6,10,35.9641,-107.271,1,Critical
FLT-000836,2024-08-31 17:44:00,COR-006,Multirotor,DroneUp,Class E,Emergency Response,Summer,Strong Wind,Completed,81.6,54.9,10.99,1.0,91,74,37.8,16.8,3,34.2164,-89.8255,1,Medium
FLT-000837,2022-04-29 07:42:00,COR-018,Hybrid VTOL,UPS Flight Forward,Class E,Food Delivery,Winter,Clear,Diverted,273.4,83.0,14.35,1.0,100,67,22.2,20.4,10,45.1266,-76.9762,1,Medium
FLT-000838,2021-08-31 20:19:00,COR-026,Hybrid VTOL,Joby Aviation,Class C,Mail,Summer,Partly Cloudy,Completed,313.5,45.7,11.05,1.5,79,55,3.8,9.1,5,32.9727,-102.3708,1,High
FLT-000839,2021-11-24 18:43:00,COR-034,Multirotor,Skydio,Class E,Retail Package,Summer,Partly Cloudy,Completed,241.8,97.3,9.12,2.0,94,60,5.1,8.3,5,37.7729,-112.5752,1,High
FLT-000840,2023-10-27 15:44:00,COR-050,Fixed-Wing,Matternet,Class E,Surveillance,Autumn,Light Rain,Delayed,360.3,62.0,24.31,5.0,90,54,8.8,23.6,8,38.9098,-108.7346,1,High
FLT-000841,2021-08-29 15:23:00,COR-045,Multirotor,Matternet,Class G,Surveillance,Summer,Fog,Completed,132.5,122.2,19.21,2.5,74,21,13.9,27.4,8,25.2881,-80.154,1,High
FLT-000842,2024-06-12 13:14:00,COR-021,Multirotor,Flytrex,Class D,Food Delivery,Winter,Overcast,Completed,119.6,51.1,18.36,1.5,77,55,16.0,16.7,20,39.5978,-93.9897,1,Low
